Layout, Timestamp, Words,  word len 0, word len 1, word len 2, word len 3, word len 4, word count,  target index, target word, target word len,correct, history, gaze duration, tap duration
ROW,Tuesday- June 2- 2020-11:44:47 PM,crime	bank				,5,4,0,0,0,2,1,bank,4,T,0,22.938,335.525
ROW,Tuesday- June 2- 2020-11:44:51 PM,difference	western	certain	stay	from	,10,7,7,4,4,5,1,western,7,T,2,17.950,272.270
ROW,Tuesday- June 2- 2020-11:44:54 PM,history	about				,7,5,0,0,0,2,1,about,5,T,0,39.888,302.191
ROW,Tuesday- June 2- 2020-11:44:58 PM,low	affect	behind	training	operation	,3,6,6,8,9,5,3,training,8,T,1,24.934,377.652
ROW,Tuesday- June 2- 2020-11:45:01 PM,skin					,4,0,0,0,0,1,0,skin,4,T,0,29.920,285.237
ROW,Tuesday- June 2- 2020-11:45:04 PM,hit	training	change			,3,8,6,0,0,3,1,training,8,T,1,28.924,373.999
CIRCLE,Tuesday- June 2- 2020-11:45:28 PM,see					,3,0,0,0,0,1,0,see,3,T,0,27.923,413.893
CIRCLE,Tuesday- June 2- 2020-11:45:32 PM,industry	weapon	use	compare	onto	,8,6,3,7,4,5,3,compare,7,F,2,46.875,258.309
CIRCLE,Tuesday- June 2- 2020-11:45:35 PM,actually	walk	seven	several	central	,8,4,5,7,7,5,2,seven,5,T,3,156.098,170.539
CIRCLE,Tuesday- June 2- 2020-11:45:38 PM,hear	remove	nature	fail	improve	,4,6,6,4,7,5,4,improve,7,T,0,21.941,268.793
CIRCLE,Tuesday- June 2- 2020-11:45:42 PM,develop	let	watch	loss	financial	,7,3,5,4,9,5,3,loss,4,T,1,18.950,315.157
CIRCLE,Tuesday- June 2- 2020-11:45:45 PM,wall	laugh	she	national	pay	,4,5,3,8,3,5,4,pay,3,T,1,18.949,268.282
CIRCLE,Tuesday- June 2- 2020-11:45:48 PM,choose	compare	parent	conference		,6,7,6,10,0,4,2,parent,6,T,2,19.946,270.277
CIRCLE,Tuesday- June 2- 2020-11:45:52 PM,thus					,4,0,0,0,0,1,0,thus,4,T,1,16.955,216.931
CIRCLE,Tuesday- June 2- 2020-11:45:55 PM,despite	evening	only	nearly	wear	,7,7,4,6,4,5,4,wear,4,T,3,20.944,274.007
CIRCLE,Tuesday- June 2- 2020-11:45:58 PM,officer	other				,7,5,0,0,0,2,1,other,5,T,2,19.946,270.022
CIRCLE,Tuesday- June 2- 2020-11:46:02 PM,prepare	fast	body	TV	get	,7,4,4,2,3,5,1,fast,4,T,0,21.942,271.294
CIRCLE,Tuesday- June 2- 2020-11:46:05 PM,everyone	involve	attention			,8,7,9,0,0,3,2,attention,9,T,0,26.928,272.355
CIRCLE,Tuesday- June 2- 2020-11:46:08 PM,view	service	whatever	just	American	,4,7,8,4,8,5,4,American,8,T,2,16.954,251.328
CIRCLE,Tuesday- June 2- 2020-11:46:12 PM,certain	open	talk	ten	owner	,7,4,4,3,5,5,4,owner,5,T,3,19.945,299.200
CIRCLE,Tuesday- June 2- 2020-11:46:15 PM,conference	bring				,10,5,0,0,0,2,1,bring,5,T,1,18.949,282.246
CIRCLE,Tuesday- June 2- 2020-11:46:18 PM,mission					,7,0,0,0,0,1,0,mission,7,T,0,20.944,281.974
CIRCLE,Tuesday- June 2- 2020-11:46:22 PM,one	include	you			,3,7,3,0,0,3,1,include,7,T,3,22.810,271.262
CIRCLE,Tuesday- June 2- 2020-11:46:25 PM,few	doctor				,3,6,0,0,0,2,1,doctor,6,T,2,26.928,259.748
CIRCLE,Tuesday- June 2- 2020-11:46:28 PM,garden	mission	fine	until	interest	,6,7,4,5,8,5,4,interest,8,T,1,24.934,250.331
CIRCLE,Tuesday- June 2- 2020-11:46:32 PM,stuff	third				,5,5,0,0,0,2,1,third,5,T,0,17.953,250.331
CIRCLE,Tuesday- June 2- 2020-11:46:35 PM,use	health	sound			,3,6,5,0,0,3,1,health,6,T,1,18.942,254.320
CIRCLE,Tuesday- June 2- 2020-11:46:38 PM,avoid	between	clear	identify	pass	,5,7,5,8,4,5,1,between,7,T,2,20.945,294.039
CIRCLE,Tuesday- June 2- 2020-11:46:42 PM,defense	upon	die	when	woman	,7,4,3,4,5,5,2,die,3,T,0,23.936,302.192
CIRCLE,Tuesday- June 2- 2020-11:46:45 PM,former					,6,0,0,0,0,1,0,former,6,T,2,23.935,296.209
CIRCLE,Tuesday- June 2- 2020-11:46:48 PM,about	hand	new			,5,4,3,0,0,3,2,new,3,T,1,25.932,304.186
CIRCLE,Tuesday- June 2- 2020-11:46:52 PM,physical	mother	everyone			,8,6,8,0,0,3,2,everyone,8,T,1,20.944,261.301
CIRCLE,Tuesday- June 2- 2020-11:46:55 PM,sex	very				,3,4,0,0,0,2,1,very,4,T,2,20.944,316.154
CIRCLE,Tuesday- June 2- 2020-11:46:58 PM,street	owner				,6,5,0,0,0,2,1,owner,5,T,2,26.928,288.229
CIRCLE,Tuesday- June 2- 2020-11:47:02 PM,public					,6,0,0,0,0,1,0,public,6,T,0,73.804,494.676
CIRCLE,Tuesday- June 2- 2020-11:47:05 PM,example	part	rest	both	hundred	,7,4,4,4,7,5,2,rest,4,F,1,30.915,317.400
CIRCLE,Tuesday- June 2- 2020-11:47:09 PM,somebody	if	agree	bad	research	,8,2,5,3,8,5,2,agree,5,T,2,26.929,303.188
CIRCLE,Tuesday- June 2- 2020-11:47:12 PM,say	society				,3,7,0,0,0,2,1,society,7,T,1,19.946,435.269
CIRCLE,Tuesday- June 2- 2020-11:47:15 PM,every	I	free	member		,5,1,4,6,0,4,3,member,6,T,2,24.934,299.200
CIRCLE,Tuesday- June 2- 2020-11:47:19 PM,hang	finger	may	cover	drug	,4,6,3,5,4,5,4,drug,4,T,2,23.936,317.152
CIRCLE,Tuesday- June 2- 2020-11:47:22 PM,administration	recognize	each	production	former	,14,9,4,10,6,5,3,production,10,T,2,22.944,270.781
CIRCLE,Tuesday- June 2- 2020-11:47:26 PM,there	account	ok	mean	land	,5,7,2,4,4,5,4,land,4,T,3,20.946,391.952
CIRCLE,Tuesday- June 2- 2020-11:47:29 PM,everything	painting				,10,8,0,0,0,2,1,painting,8,T,0,24.932,268.793
CIRCLE,Tuesday- June 2- 2020-11:47:32 PM,garden	media	without	begin	card	,6,5,7,5,4,5,3,begin,5,T,2,30.917,336.898
CIRCLE,Tuesday- June 2- 2020-11:47:36 PM,of	during	recent	actually	range	,2,6,6,8,5,5,2,recent,6,T,2,19.945,297.461
CIRCLE,Tuesday- June 2- 2020-11:47:39 PM,citizen	institution				,7,11,0,0,0,2,1,institution,11,T,1,23.936,296.522
CIRCLE,Tuesday- June 2- 2020-11:47:42 PM,become	responsibility				,6,14,0,0,0,2,1,responsibility,14,T,0,24.934,274.267
CIRCLE,Tuesday- June 2- 2020-11:47:46 PM,need	buy	power	son	rule	,4,3,5,3,4,5,4,rule,4,F,2,15.956,338.096
CIRCLE,Tuesday- June 2- 2020-11:47:49 PM,company	whom	perhaps	main	against	,7,4,7,4,7,5,3,main,4,T,2,26.928,478.695
