Layout, Timestamp, Words,  word len 0, word len 1, word len 2, word len 3, word len 4, word count,  target index, target word, target word len,correct, history, gaze duration, tap duration
CIRCLE,Wednesday- July 8- 2020-12:12:17 AM,personal	writer	customer	anyone	learn	,8,6,8,6,5,5,2,customer,8,T,4,335.689,503.645
CIRCLE,Wednesday- July 8- 2020-12:12:21 AM,wait	of	early	fish	deep	,4,2,5,4,4,5,4,deep,4,T,5,491.598,380.909
CIRCLE,Wednesday- July 8- 2020-12:12:25 AM,open	more	lose	happen	doctor	,4,4,4,6,6,5,2,lose,4,T,2,290.223,393.724
CIRCLE,Wednesday- July 8- 2020-12:12:28 AM,very	late	talk	kid	place	,4,4,4,3,5,5,1,late,4,T,5,1252.642,347.606
CIRCLE,Wednesday- July 8- 2020-12:12:33 AM,edge	patient	live	position		,4,7,4,8,0,4,3,position,8,T,4,492.111,448.337
CIRCLE,Wednesday- July 8- 2020-12:12:37 AM,oh	benefit	character	fund	a	,2,7,9,4,1,5,3,fund,4,T,3,313.331,527.418
CIRCLE,Wednesday- July 8- 2020-12:12:41 AM,whether	history	treat			,7,7,5,0,0,3,1,history,7,T,4,437.243,325.014
CIRCLE,Wednesday- July 8- 2020-12:12:45 AM,night					,5,0,0,0,0,1,0,night,5,T,0,11.968,460.596
CIRCLE,Wednesday- July 8- 2020-12:12:48 AM,herself	gas	difference	Mr		,7,3,10,2,0,4,2,difference,10,T,3,269.280,391.984
CIRCLE,Wednesday- July 8- 2020-12:12:52 AM,financial	society	trouble	song		,9,7,7,4,0,4,1,society,7,T,4,602.617,316.154
CIRCLE,Wednesday- July 8- 2020-12:12:56 AM,according	hold	course	Mrs	skill	,9,4,6,3,5,5,3,Mrs,3,T,4,502.637,448.190
CIRCLE,Wednesday- July 8- 2020-12:13:00 AM,financial	employee	would	herself	society	,9,8,5,7,7,5,1,employee,8,T,2,290.391,471.188
CIRCLE,Wednesday- July 8- 2020-12:13:03 AM,have	among	about	decision	national	,4,5,5,8,8,5,4,national,8,T,3,660.340,358.446
CIRCLE,Wednesday- July 8- 2020-12:13:07 AM,than	indicate	center	action	property	,4,8,6,6,8,5,2,center,6,T,2,245.939,449.700
CIRCLE,Wednesday- July 8- 2020-12:13:11 AM,fire	difficult				,4,9,0,0,0,2,1,difficult,9,T,2,245.345,405.016
CIRCLE,Wednesday- July 8- 2020-12:13:15 AM,practice	continue	strong	author		,8,8,6,6,0,4,1,continue,8,T,3,257.343,427.445
CIRCLE,Wednesday- July 8- 2020-12:13:19 AM,evidence	TV	year	anything	factor	,8,2,4,8,6,5,1,TV,2,T,3,257.335,415.628
CIRCLE,Wednesday- July 8- 2020-12:13:22 AM,generation	official	lot			,10,8,3,0,0,3,2,lot,3,T,3,291.221,435.576
CIRCLE,Wednesday- July 8- 2020-12:13:26 AM,sexual	could	dream			,6,5,5,0,0,3,1,could,5,T,5,257.850,388.960
CIRCLE,Wednesday- July 8- 2020-12:13:30 AM,book	impact	manage	they	discussion	,4,6,6,4,10,5,1,impact,6,T,4,735.667,396.228
CIRCLE,Wednesday- July 8- 2020-12:13:34 AM,suffer	also	century			,6,4,7,0,0,3,1,also,4,T,2,257.312,416.382
CIRCLE,Wednesday- July 8- 2020-12:13:37 AM,cancer	she	night	old	similar	,6,3,5,3,7,5,3,old,3,T,4,548.590,394.480
CIRCLE,Wednesday- July 8- 2020-12:13:41 AM,kitchen					,7,0,0,0,0,1,0,kitchen,7,T,2,12.965,538.570
